clt_id,clt_tax_nb,clt_emp_1,clt_emp_2,clt_emp_3
801,3,61012,,
34,10,123818,,36706
1591,12,172972,,
1212,3,,158423,21157
1002,2,,171248,15914
1614,8,182395,,
180,1,153332,,8892
1340,11,59262,,10374
263,8,138214,,42293
1091,1,,159371,10092
317,8,,290675,
362,1,81327,,
1169,12,29695,,41827
291,6,56202,,
50,1,102701,,43432
1197,8,160743,,
129,11,,205942,30207
1626,5,,,19368
1471,1,158758,,12709
583,4,186286,,
189,9,163777,,
463,5,125029,,
190,7,121681,,
1336,1,45683,,20588
166,1,156852,,
109,2,92535,,
1540,5,41033,,23471
27,5,113916,,
474,2,34296,,
1501,1,111384,,
232,1,37097,,9159
1109,12,191508,,42533
496,5,184181,,
82,1,,105213,39158
1069,1,,47500,14645
235,9,46153,,
378,9,184845,,
352,11,110422,,
816,7,88335,,
1200,4,144460,,7703
491,11,137110,,19599
448,4,136635,,16795
868,10,148208,,
677,8,196137,,18300
1587,4,,72743,
431,1,163222,,
243,1,74415,,
749,11,85049,,
355,10,181074,,31418
609,1,,115277,23999
1272,2,126784,,43783
1552,1,58188,,14493
916,3,,277886,28143
1539,1,188637,,
2,12,68486,,
897,9,183405,,
94,12,,285256,
898,9,163536,,
1039,1,,70007,
852,6,40489,,
361,9,103729,,
1544,8,66625,,
1191,9,181076,,39885
91,11,,252753,
1077,10,121089,,25635
1314,12,199338,,19441
1021,9,163262,,16464
671,5,93048,,
1243,6,,,39728
709,6,134846,,
725,5,93605,,
1237,9,59855,,21909
304,9,108346,,
1003,1,40232,,
427,7,,59482,42420
1161,3,143858,,8648
1400,1,,111015,40671
296,4,120758,,38976
1027,9,,,
940,7,,280895,
148,8,55447,,
1283,1,,247757,30515
876,3,,238081,
655,6,139655,,
181,10,22853,,20192
36,2,130236,,44187
997,1,79545,,22453
510,2,,217967,21740
197,8,122087,,
474,3,71882,,
433,3,81281,,
219,9,192500,,
1090,2,,65411,
967,4,,,
938,12,,254659,
254,6,127299,,
1242,2,92160,,
1627,1,27235,,
946,1,103092,,
981,8,77964,,38983
753,2,23764,,42697
505,8,163498,,
1159,11,,,43509
1615,3,,68536,
520,9,,278511,
1578,1,94469,,
9,6,,289439,34963
291,1,54746,,
1049,3,90116,,35870
1475,1,101547,,44518
101,3,,96170,
25,4,91641,,
1499,5,41907,,17984
584,1,187524,,
891,5,170391,,
214,1,,,
1633,4,30907,,
679,6,42484,,22839
749,12,195464,,
336,6,95757,,
246,7,109187,,26707
1218,9,138170,,
1508,1,,173460,
803,1,,56975,
754,7,,222312,
1346,3,15387,,25289
1412,7,168844,,
1597,10,43430,,30743
1576,9,,71148,
18,1,63137,,44454
512,11,77609,,
1630,2,82146,,
1513,1,96154,,13693
112,1,83664,,5903
1169,5,179375,,9784
1234,1,56680,,
1289,10,184767,,
73,8,33891,,
284,4,,161983,11015
464,7,108963,,29649
818,1,169500,,
979,1,,108041,
614,4,72769,,29433
1116,6,116917,,
1212,6,,190576,13461
23,11,122122,,11687
418,9,72239,,
712,7,199906,,
735,12,77567,,
969,4,,236183,11048
1600,12,,112322,
1098,11,75121,,7430
613,11,,238196,
247,2,96823,,
1239,4,98476,,
1025,10,164769,,
562,10,166182,,
221,8,175036,,
1428,6,,,27180
1523,11,87510,,
1608,8,189724,,32118
1620,4,,227148,
1243,7,,,41533
954,8,159228,,
368,5,40095,,
1611,1,130090,,
1565,4,175860,,
1144,12,101476,,
121,1,190315,,
652,10,182241,,30529
1417,4,121065,,
152,12,30928,,21920
417,10,128019,,6270
1260,3,28310,,39475
1633,8,99466,,
406,10,,164840,
482,1,17173,,
241,1,167723,,
1590,3,,,22843
1397,9,,90268,
527,7,189861,,
57,1,,272112,42432
265,2,120615,,20538
572,3,20031,,
1269,1,81639,,
677,12,88426,,24755
1227,2,84736,,
1,12,92197,,
86,8,,117264,
1121,1,36942,,
510,7,,81319,10108
457,1,37836,,
313,1,46909,,
966,10,,230209,
253,8,163136,,
226,7,166213,,
458,7,,262637,37860
994,11,,205111,
1449,5,136700,,
958,12,156444,,
312,3,185754,,37568
1064,1,175166,,
25,5,72097,,
927,1,191374,,10370
49,2,131543,,44481
1458,1,127352,,
179,9,92549,,43492
1459,2,,150966,
1020,12,137765,,16780
804,8,133397,,27330
1352,12,111602,,
1339,11,18570,,14008
310,8,,117123,11755
67,2,128838,,
1285,7,,87572,43866
473,3,197958,,25633
721,1,41360,,
1029,1,49053,,
681,9,31699,,
678,3,35250,,
998,1,41484,,19283
1356,3,96224,,
1407,1,,,14784
684,11,35858,,23898
928,1,,255015,
405,11,25849,,33738
576,12,,206367,41375
1010,11,23159,,17356
63,6,,161336,
132,12,75194,,
1050,12,87539,,20046
1189,7,,66124,
1195,11,,298214,42165
251,8,72365,,27993
1073,1,169396,,
1056,9,88353,,
57,5,,53401,19568
180,4,145637,,35145
101,1,,74472,
989,1,,,29609
100,8,,285311,
210,1,198210,,24948
905,7,151419,,
636,11,,,9068
427,1,,135121,11315
124,12,76367,,19366
1340,6,79930,,8527
986,6,157546,,
1175,5,91642,,
68,1,130367,,7594
571,11,,49285,32092
635,11,126152,,8855
524,1,132669,,
398,7,179606,,33260
1182,10,,164784,
1017,4,78061,,
413,1,183440,,
108,10,98923,,24881
884,5,28103,,41658
940,8,,190662,
778,8,,195491,21722
262,5,152809,,
763,11,115037,,
164,11,170201,,
511,1,,248931,
1181,8,161007,,
1076,6,85869,,
1145,4,42748,,
1338,9,,246360,
340,12,56155,,9958
541,2,117457,,
794,12,122467,,28236
1560,9,21137,,5749
1489,12,33224,,44109
1336,11,71369,,11453
612,6,,,
1354,2,,299104,
1561,12,,274542,
278,2,19359,,
925,12,107979,,
210,5,106554,,18588
360,12,161639,,
466,4,137084,,
67,7,197063,,
571,2,,139272,26725
562,6,198691,,
1204,1,64485,,
97,6,,299142,
141,5,138373,,
1258,3,71737,,
1162,8,138916,,
169,1,68589,,
640,7,126535,,
560,5,15809,,
527,2,39402,,
561,10,167863,,
461,6,164929,,9621
631,12,70582,,
1366,3,151735,,28851
1157,1,,194905,
313,11,197997,,
1148,11,,284671,17658
1607,6,141939,,20546
395,1,105967,,32267
1380,6,,163319,
628,4,,76547,
986,3,123988,,
1358,3,25910,,
398,11,142377,,37868
1449,10,131775,,
345,1,169976,,
812,6,41472,,
373,1,27529,,
1336,8,195537,,33826
237,7,46641,,
363,11,59202,,
1457,4,173947,,22005
1049,7,101888,,11138
215,11,175247,,7632
793,9,130333,,
69,12,50475,,
2,7,93068,,
1191,6,148373,,44165
1180,12,95969,,
496,1,74780,,
327,6,185875,,16248
1006,9,133371,,
1292,5,131774,,36455
1374,12,,,
1337,11,188237,,
1356,11,42690,,
831,1,154412,,26352
1371,1,84078,,44369
180,12,83367,,15916
381,1,110660,,
1184,10,32960,,
302,12,,283965,
1543,1,36109,,
816,8,92415,,
227,12,,237690,
1231,4,69837,,
783,5,101884,,
1250,4,150472,,
1489,7,171272,,14916
469,1,112172,,40250
1224,10,,,
1403,12,90331,,7570
63,11,,227314,
209,10,54649,,
906,2,,216164,
1236,1,22603,,40919
203,5,112661,,
883,5,133342,,
1018,1,46099,,20493
1416,4,37184,,
1423,1,,212017,39726
151,5,20805,,
1011,5,170696,,
61,9,,281422,
860,10,,99636,
204,5,168742,,26531
932,9,,173436,31979
866,6,115760,,36398
1179,1,180079,,
517,2,26500,,
1198,6,190778,,
1255,2,,155064,
1459,11,,293392,
871,7,72020,,35212
1396,10,74271,,14234
452,11,48000,,
347,1,144704,,17309
847,3,,150977,18583
165,4,,,
56,9,,,16064
1127,3,139908,,42582
659,1,,112264,
1069,4,,257004,42351
1115,5,180846,,7960
257,10,67537,,43506
827,7,,166328,
1431,1,,125835,
1503,2,89798,,9180
1161,1,105813,,37008
572,12,60956,,
676,2,159745,,17304
453,6,77545,,26064
345,3,190105,,
580,8,,205655,
541,5,19061,,
805,11,51441,,28071
1112,8,29502,,41773
1388,1,151347,,22794
1053,1,106441,,40845
1371,11,153286,,10917
1629,5,124231,,
1181,1,157137,,
1222,11,26030,,32159
1329,5,92534,,
174,11,192342,,35946
1509,2,143603,,36178
303,12,167538,,
302,1,,140681,
753,10,18106,,19270
1042,12,177220,,
699,12,,240152,
1088,4,48005,,35429
28,7,27846,,37854
666,1,197237,,
112,7,183029,,20496
1225,1,,240756,36349
868,4,92455,,
995,1,,45835,
656,2,143465,,
141,1,190575,,
1230,7,75126,,
1581,1,198727,,
1206,1,159746,,20491
1190,9,178813,,
1480,4,178561,,
760,6,,86638,40518
255,4,70634,,
443,11,191761,,
921,8,170617,,32985
696,5,,298006,
664,4,177503,,34790
973,10,129224,,13994
112,10,179915,,23678
653,11,81930,,10692
163,11,41885,,
513,1,,291459,
1315,7,81243,,
1221,5,106658,,19795
982,4,30388,,
727,8,161229,,
765,12,174506,,23181
1186,1,53963,,
882,1,,,
1084,9,69280,,
1078,1,,263004,
991,9,,,9630
319,6,156178,,
886,10,75377,,27058
87,10,,149651,44757
245,11,,90275,
1396,7,151996,,10028
130,9,115964,,
697,7,,276364,
1505,8,,,23385
1518,1,74426,,22884
1470,5,,91085,27237
1133,1,199667,,
316,7,126872,,20225
230,1,186681,,
721,12,151171,,
668,3,143716,,
1288,5,196945,,40200
78,9,92177,,
1147,8,186545,,25569
858,1,174703,,
1229,6,45474,,
38,5,37461,,
1013,5,,222774,34687
919,2,145973,,24418
1272,5,48422,,12697
506,7,32067,,9636
1219,7,165009,,
967,3,,,
1370,6,138059,,
161,2,126283,,17133
619,5,164755,,
406,1,,200479,
1300,1,117764,,15816
821,1,,168469,39358
1229,1,128633,,
733,1,182178,,
1303,12,34502,,
1265,10,126490,,
1472,12,125977,,14881
1344,3,,72374,42456
301,1,,226879,
1475,11,52036,,11922
750,7,111028,,
143,12,,116189,
46,2,135420,,
886,7,36163,,26541
147,11,95975,,
759,1,64133,,
1109,1,164988,,38128
273,7,190339,,13853
215,9,114397,,26703
700,11,,215255,
1010,2,168318,,18895
1088,9,41007,,34581
1063,8,115951,,
834,5,42016,,
244,3,,193727,21250
419,2,159493,,
734,6,,292345,
1516,11,51071,,31796
985,1,130007,,
529,5,163818,,22619
1460,1,191889,,
507,6,185748,,
1124,5,53678,,13150
1297,4,,109203,21535
764,2,,173747,28058
1254,12,,170130,
1590,1,,,24344
696,12,,276703,
80,4,,110283,44175
716,8,124831,,27665
803,5,,88487,
1290,8,94989,,25725
739,11,161723,,
328,1,128365,,
65,4,153956,,
1000,5,63625,,28150
942,11,86848,,
1306,3,,75199,42859
247,7,163488,,
152,3,44510,,15545
1548,12,65687,,
307,7,94084,,34983
437,5,74380,,25326
204,1,35728,,43741
1132,4,,190078,
1283,11,,132825,10831
833,12,111415,,
62,7,170720,,
1060,5,83381,,
256,9,,63359,7496
305,1,193906,,
1155,1,193329,,
237,1,174727,,
539,8,100198,,40719
473,1,66440,,6235
926,10,158667,,
588,10,,249147,
1432,1,119833,,
1092,10,176166,,26328
472,11,91973,,30759
990,8,20960,,17851
1136,3,15763,,15771
357,4,132219,,20262
1341,10,75873,,41425
897,12,33716,,
1609,11,31185,,37570
962,1,29255,,
989,3,,,14718
245,1,,137817,
342,5,25435,,
1420,1,180663,,22833
1621,9,,90789,
1086,5,,238024,
740,3,91990,,
1167,2,81719,,
162,7,140861,,
720,12,76787,,24570
662,5,134668,,
791,4,144815,,
1506,5,,169010,24438
654,2,98079,,
1463,1,90628,,44637
981,11,25629,,7447
330,2,,241157,39539
1370,3,146721,,
883,7,158696,,
195,1,,269610,26685
42,2,45997,,34693
161,11,185364,,19513
1377,1,20135,,44505
338,2,194391,,40427
406,3,,245111,
1330,7,135721,,34184
130,6,174933,,
1546,11,,200476,5424
1075,10,115448,,
1180,8,107283,,
921,6,134221,,28451
854,5,165021,,31513
182,6,15077,,
1021,10,170361,,31268
374,5,136985,,
227,4,,91733,
1025,12,122236,,
739,5,38108,,
1582,1,,225226,
866,12,100644,,38182
25,12,24805,,
1181,5,116796,,
1197,11,114374,,
1017,3,150328,,
1111,2,146810,,34639
252,2,27571,,14627
1563,3,131855,,
1489,6,17721,,27713
1093,6,24968,,33450
651,10,,250866,16522
135,4,132353,,
1152,6,,,19819
20,12,,284515,
532,1,147703,,43952
717,6,67262,,8391
1045,7,109902,,
1452,7,184436,,
404,9,23181,,
90,3,94083,,11683
772,8,18803,,13682
76,7,101115,,41788
341,1,,148601,
211,11,83607,,
1139,9,96959,,6693
769,12,115994,,18305
1192,4,50878,,
522,8,178412,,
1176,6,134167,,22026
269,8,140158,,
53,2,103451,,
639,4,166585,,39090
115,4,47482,,
1143,9,34447,,16763
679,1,86749,,6603
185,5,167692,,17029
364,7,63927,,25037
133,12,,271597,22560
435,9,81698,,
1369,1,111215,,12260
1224,9,,,
877,1,38236,,24172
908,1,124592,,40895
244,9,,108603,35023
367,4,124011,,17792
963,10,171031,,10717
1185,6,,109004,
662,10,58994,,
1220,11,26525,,9327
1019,7,108848,,
267,3,,,
575,4,,107630,34635
1351,1,134595,,
206,1,46609,,
410,4,,83116,
446,1,117886,,44045
1409,9,199349,,
596,10,,296366,22114
1256,3,138976,,39777
48,12,,247156,6645
973,1,102289,,19420
1221,7,177681,,31863
594,1,88402,,
691,11,,91747,
456,11,99603,,39618
665,10,67744,,
49,1,93962,,21682
1388,5,171807,,6535
892,10,120909,,13778
1184,3,65101,,
1445,11,,138010,
1173,6,35661,,
1563,10,98246,,
1068,1,23949,,13680
973,4,30942,,15011
67,3,109298,,
622,9,143923,,
1163,5,43021,,
593,1,156399,,9284
106,6,,162213,
240,3,145447,,
950,7,,139655,37440
745,7,99148,,39659
1187,7,,112734,32491
84,2,,288606,9555
844,9,,65355,
74,1,137914,,
741,11,135434,,24811
1020,9,60600,,39559
827,5,,155796,
1307,11,21295,,
599,4,193098,,
1531,2,134043,,19894
846,2,60817,,
1246,10,,77641,44887
381,2,30244,,
907,1,,258831,7881
11,12,114502,,33194
208,12,193848,,
1283,5,,60115,40288
917,6,24904,,5344
1467,2,142784,,29279
294,8,47458,,
1498,2,170593,,
1173,3,49814,,
1618,1,165155,,
1525,7,,269382,
1573,9,158834,,44947
545,7,120724,,
1104,1,50479,,14220
661,4,,282917,
1266,8,18603,,
1563,5,117006,,
79,2,147730,,13855
293,5,182869,,
55,6,196402,,42063
83,1,170074,,
207,1,,,26877
361,10,39246,,
193,3,36762,,
983,5,,240757,42504
629,1,114376,,24655
591,2,43515,,
914,11,,183837,20561
992,10,140912,,
1182,2,,153545,
739,4,147954,,
1161,4,146039,,36230
1086,1,,204392,
601,1,37739,,
624,4,,180849,28233
912,3,39697,,
1232,12,193010,,
1351,9,115231,,
77,10,162069,,
430,11,,,
67,12,73237,,
609,8,,61177,34807
1319,4,68989,,13737
1118,7,122985,,
874,7,101734,,
1354,8,,274383,
1148,1,,160901,9759
1175,12,27948,,
228,7,16078,,
539,4,103320,,25770
804,11,70725,,44529
1137,2,184498,,29585
115,2,174138,,
258,4,106166,,
932,6,,190770,36160
1170,5,25286,,14963
786,1,165835,,22105
1044,5,121227,,14729
933,1,184641,,
214,11,,,
1382,6,,79613,
886,1,197675,,30975
1297,3,,157032,7936
1477,3,100321,,
1430,6,146270,,
737,11,21792,,
69,8,96111,,
1382,3,,298084,
438,5,87847,,
1071,6,191943,,41449
706,8,166932,,
448,2,116880,,18408
509,3,,,20178
269,1,126625,,
1315,1,40851,,
1191,10,29842,,11926
1263,7,55190,,
1103,10,,298853,
1229,11,111297,,
822,11,111730,,
1331,11,28933,,
1326,11,43919,,44774
780,7,172440,,
358,2,120621,,
1090,1,,106006,
365,1,181066,,
840,9,109381,,
141,3,37543,,
784,5,,142851,
4,1,129853,,21060
1276,1,185323,,
330,5,,162579,20960
1529,1,,79584,
1145,11,72636,,
546,6,18101,,20204
865,3,96357,,
1372,1,197420,,21131
1112,12,102393,,37753
233,8,47862,,
1197,9,30242,,
1279,11,,124945,
1419,7,107239,,
978,1,79744,,35693
274,3,140641,,43692
724,4,65301,,16420
548,4,75867,,
681,2,120556,,
1210,9,64339,,40753
393,1,,,
1350,8,,174118,43121
553,1,73520,,
576,8,,229240,44261
1623,4,74051,,
576,2,,98648,9211
1295,1,105371,,
1625,5,,,37192
268,1,157108,,41828
1065,3,88484,,
1298,7,,235285,
1572,6,,,
1047,9,115658,,16189
937,2,,201555,
736,10,124213,,33158
1568,1,35434,,34686
1523,7,177346,,
199,8,53870,,
705,8,83973,,
1605,11,92716,,
531,12,,271997,14387
745,1,187356,,42910
1350,9,,246653,31509
1324,9,167039,,17509
575,1,,255846,38791
634,5,68377,,
1235,9,159264,,
1099,9,100758,,
25,3,55646,,
508,11,176062,,21051
1314,4,54710,,33051
155,11,31886,,
154,12,125147,,24942
290,11,53654,,37620
777,6,96307,,
568,5,96784,,
822,2,172681,,
1574,7,20113,,
684,6,182638,,36525
1521,7,89854,,13286
230,7,191840,,
1540,4,100540,,39998
212,5,101830,,
784,6,,171690,
1170,3,111709,,14242
317,12,,54751,
1150,1,121416,,
289,7,168706,,
143,4,,139754,
1198,12,135548,,
1078,7,,164609,
959,4,78791,,
1061,9,146360,,
1231,12,118041,,
1088,10,157255,,40251
373,3,21556,,
161,3,188453,,14332
85,12,77568,,16878
1351,10,56237,,
645,7,163780,,7539
1031,9,167806,,
5,2,89774,,31130
380,8,,,17290
359,5,111886,,
587,3,,122306,6073
1027,7,,,
326,2,52473,,
658,1,142508,,14107
860,9,,244534,
1314,2,134026,,21442
1417,5,57667,,
1519,1,,116560,33777
207,2,,,24000
174,2,171521,,36946
42,4,19045,,18777
718,4,189176,,
237,2,120865,,
913,10,162619,,
1320,3,,155686,
1203,6,80730,,
1278,7,74644,,
961,6,94655,,
1354,5,,137916,
1514,9,96454,,6237
1522,12,,132942,18493
190,5,59815,,
981,1,170288,,42923
414,1,111454,,
885,4,136869,,22972
1108,3,,287763,
571,10,,234907,40140
921,10,183936,,37040
1454,1,175969,,44318
681,12,189818,,
167,12,49180,,9414
44,1,85156,,
139,2,50321,,39163
1459,3,,86231,
223,6,198252,,
521,1,129616,,
247,10,172891,,
1398,6,31561,,30088
1379,9,,170414,
506,4,134263,,15519
685,7,33894,,
378,7,105856,,
1287,1,33132,,
1634,2,,218016,
1250,5,197368,,
632,1,93597,,
545,10,173644,,
358,8,146901,,
204,2,77806,,33010
956,1,61341,,
1237,4,167158,,39048
844,10,,279354,
53,4,17923,,
157,1,161241,,30703
702,10,,85710,31739
419,9,47631,,
1451,12,32461,,7044
1009,10,159102,,28374
292,1,108677,,
85,11,159613,,39100
1210,1,162279,,19374
548,5,139500,,
625,6,,86133,
195,6,,278103,23214
1605,1,102133,,
354,4,,206950,28954
476,9,84024,,
1044,4,58411,,29248
416,4,101658,,
756,3,68080,,
1154,5,102863,,
978,3,141466,,24975
898,6,112286,,
1221,9,112074,,6641
316,1,149834,,37044
804,12,90117,,17970
578,2,136845,,
518,7,76849,,12433
1502,10,,,
80,9,,93857,26379
611,7,117093,,28495
918,4,,,10586
1456,3,118019,,
327,1,150146,,26649
700,9,,191780,
885,1,132682,,26561
1484,9,21527,,
1550,1,42949,,26413
639,6,133384,,29829
1165,10,173492,,25425
1352,2,114022,,
18,3,76260,,7084
1320,10,,96979,
93,6,181391,,34306
778,6,,93438,32547
290,3,190869,,7581
748,4,75500,,
1046,1,94638,,
1408,7,26274,,5548
502,12,,,
521,8,197811,,
1141,1,170083,,19174
1408,9,90580,,36900
1101,8,42567,,33024
1200,1,84700,,11488
1634,12,,135927,
776,1,71964,,
1193,1,,170211,28024
256,8,,217385,39226
468,5,33400,,15895
448,7,195151,,33255
1108,1,,214950,
330,4,,94027,41898
729,5,138188,,
1432,12,190809,,
344,4,134728,,
1569,10,37588,,
433,1,84507,,
1062,5,176832,,26006
425,2,71323,,
93,1,166553,,13262
1061,1,92397,,
111,11,70194,,
1377,7,191348,,43060
1568,9,16750,,16179
1470,7,,284111,15267
1297,2,,249299,29670
508,1,83204,,33895
1065,11,92421,,
349,8,,95753,36582
1080,1,,220727,
912,10,151870,,
1274,4,104131,,
1350,3,,61173,34659
1340,4,51206,,34371
887,1,47722,,38057
1072,1,59045,,
241,2,133401,,
1257,1,193652,,
805,5,136440,,18921
780,3,105986,,
1019,3,165186,,
727,12,145335,,
1200,8,40776,,6013
700,3,,243405,
1503,1,194441,,6139
558,6,75836,,
246,9,192128,,27469
1381,12,64525,,
1201,1,140673,,
710,10,131241,,28536
418,3,198674,,
1176,5,87665,,38954
1184,7,161496,,
545,9,117735,,
918,1,,,42409
998,2,105328,,30909
759,9,33188,,
437,6,115874,,26742
513,9,,232184,
279,8,166013,,11592
860,6,,160297,
1005,1,79099,,21910
1590,7,,,31096
1378,11,141816,,
782,1,51145,,
422,10,58476,,
306,10,194514,,
595,1,61802,,29966
1099,3,85917,,
922,1,41937,,16255
1575,5,,219221,21800
322,1,154121,,15414
1065,1,105362,,
268,3,185974,,28418
8,1,,276767,
290,2,43566,,38235
491,8,19730,,40532
524,2,31442,,
221,1,97542,,
991,6,,,30622
679,4,92130,,11523
1037,2,162372,,
153,4,,249025,
1147,6,45095,,23571
1141,5,72419,,7615
85,8,113472,,33185
703,1,126865,,
535,3,121390,,29271
299,8,120504,,
690,4,121235,,
1193,7,,85753,20112
810,10,188781,,
528,4,,,7923
48,8,,99840,12844
1037,1,199259,,
733,3,47599,,
203,9,188155,,
1554,6,,223690,20789
631,1,81751,,
305,3,188747,,
388,6,193632,,
1048,11,117423,,37033
956,11,181773,,
800,6,119960,,32380
533,1,198874,,
1058,7,66835,,
1511,9,56356,,32842
1384,2,150752,,16601
1614,12,154928,,
984,6,,99481,
179,6,55885,,34356
861,9,,277161,39479
860,2,,99680,
17,7,43735,,7667
892,1,80549,,20026
648,12,74729,,20717
1203,1,34269,,
583,11,76550,,
542,6,196415,,
506,6,44668,,36092
604,9,142426,,
1487,4,124559,,
15,3,71342,,24991
787,3,146541,,6936
362,10,33432,,
475,5,107334,,
1568,11,48774,,11085
244,12,,263022,39308
769,9,121304,,10573
390,3,100257,,27026
307,5,152983,,24728
1608,10,144417,,42318
339,5,70007,,
1135,1,94042,,24788
1561,8,,282747,
173,1,25846,,12903
866,1,133110,,39932
1166,3,140616,,
648,1,103940,,14693
1633,5,186920,,
1562,7,89127,,
970,5,86587,,
1384,7,116957,,32821
1231,5,77053,,
93,2,163419,,12962
665,11,151221,,
353,1,48901,,27869
757,9,158863,,
158,1,136177,,
1511,5,80941,,29239
2,5,182886,,
945,5,99731,,
1405,9,87926,,41862
217,1,143735,,23088
1555,1,34517,,16306
517,6,135158,,
1055,1,149980,,
951,4,,177290,38216
931,8,21768,,
41,10,38074,,
750,1,20860,,
1610,4,107986,,
140,8,22984,,
727,2,92417,,
1514,10,174620,,35724
507,2,198785,,
1285,3,,78805,37604
1300,3,137786,,36944
1321,5,,93755,
496,7,138725,,
366,7,,193547,
1032,7,,299281,38210
465,10,61122,,39396
119,6,79608,,9620
290,7,138314,,28372
476,1,107234,,
905,6,68671,,
1496,6,170154,,
501,12,125077,,
1209,6,36298,,23735
1634,6,,217564,
876,9,,164712,
73,5,41223,,
21,1,89027,,
653,8,147615,,26400
498,3,,,
392,3,83092,,
1341,2,148756,,18904
1319,6,96097,,12165
1061,4,77579,,
1175,4,120583,,
1561,9,,114912,
1136,6,130809,,29748
1548,1,33077,,
793,1,123560,,
1096,1,,208137,
993,3,197564,,
925,5,33346,,
419,1,93664,,
423,11,70136,,
1316,10,183279,,
268,2,166890,,15292
77,5,65474,,
406,2,,251412,
21,8,143385,,
350,12,63254,,
1075,7,164274,,
1008,10,,177445,28289
906,11,,110420,
203,11,89320,,
1064,2,96909,,
625,2,,298733,
1392,1,124184,,39132
1400,7,,262698,9813
1377,2,56841,,43273
1115,9,169001,,14875
1059,8,,78078,5107
943,3,,,
1500,10,,142151,
1357,5,20915,,
248,1,191958,,
930,1,,110066,
1330,6,179407,,31937
132,1,90277,,
339,9,31345,,
105,11,152925,,
828,11,158368,,
1194,1,74417,,
905,10,154310,,
1104,2,124317,,42150
46,5,176912,,
1541,1,,,10829
734,1,,78242,
1364,4,15606,,
960,9,32168,,
182,10,107402,,
1134,9,,47224,42823
142,9,188877,,19655
1199,1,,,39223
1326,1,141594,,15069
329,11,49020,,18018
974,2,174262,,20982
40,1,121537,,
469,7,37679,,27206
442,3,,237289,
1323,10,18541,,33050
1286,6,15563,,44087
1168,12,162258,,
263,12,152055,,20093
473,5,91830,,43021
989,4,,,23900
442,10,,288831,
953,1,147238,,
1437,2,,75384,
1590,12,,,23802
805,2,150229,,21787
1197,5,40299,,
549,1,130529,,8593
124,10,95352,,17773
456,6,139201,,43537
1256,9,65437,,16896
469,9,173306,,39304
64,1,,146770,5779
548,1,187544,,
918,6,,,43308
1381,5,160828,,
1038,1,,,
862,4,125152,,
188,10,,71144,44766
293,8,129292,,
1000,8,157575,,16571
618,8,174701,,
1328,5,28563,,
193,7,89083,,
1103,4,,297015,
1290,10,124812,,9121
1451,1,31624,,15204
682,9,114080,,28259
996,4,,134660,
3,12,115753,,
1601,1,,98351,44455
152,1,93323,,40084
756,1,187143,,
1022,1,,,
90,10,118570,,16414
1237,1,45834,,15477
140,7,63373,,
653,3,103985,,34372
1596,8,131382,,43255
720,3,136137,,35489
696,11,,225302,
748,12,141217,,
1609,12,29629,,35379
432,1,,,16406
556,8,147756,,
354,3,,139381,31565
1328,1,121027,,
753,5,90562,,34498
1348,2,81486,,
785,12,75203,,
810,5,188199,,
779,1,18221,,
308,9,122746,,
1405,2,132104,,16025
1128,4,,295025,33449
188,11,,247876,44626
747,1,,58623,
1014,7,,97016,
869,7,58329,,
1489,9,98269,,17467
1540,1,142460,,19327
211,4,21634,,
523,9,67780,,
276,8,160085,,19545
966,9,,257345,
948,12,23352,,
96,5,199094,,
299,3,49886,,
444,10,,151565,
911,1,153975,,42223
371,4,23931,,22737
501,7,156037,,
1014,2,,216021,
271,2,,,
936,4,167122,,
1597,7,190905,,12855
443,3,196178,,
323,2,113645,,17091
161,7,187949,,29932
1571,11,,60468,
1051,1,47804,,
109,9,54963,,
289,1,67030,,
525,11,,230518,
1364,6,54310,,
1403,3,102662,,15540
834,7,123527,,
1326,9,110500,,24419
160,11,,224544,42773
706,1,120529,,
1380,1,,201888,
1617,1,,,18448
442,8,,167655,
669,1,112405,,16022
1576,3,,58011,
46,12,144113,,
956,4,87916,,
1046,3,167009,,
1479,11,23558,,38469
234,8,38657,,
1244,12,15781,,
374,1,197371,,
261,2,,,19126
344,1,128199,,
1335,2,108837,,22397
704,2,71599,,26674
926,6,75082,,
646,1,76400,,
1082,12,174764,,41453
1606,10,97945,,
1136,1,121086,,20984
935,3,115620,,
647,1,48954,,23223
1113,1,102218,,
1124,1,145332,,39350
816,5,81390,,
52,11,33401,,44078
1239,1,103411,,
1132,8,,207285,
212,8,171297,,
849,11,59946,,33704
1002,11,,148530,14593
1215,1,,288408,
971,5,190471,,
611,5,89719,,35897
914,3,,187389,12196
1555,10,135258,,21549
425,6,162991,,
1340,7,64265,,32638
994,1,,61899,
1602,6,63665,,
648,3,35115,,42418
252,7,174692,,18799
939,12,80316,,
56,7,,,29908
972,1,61096,,
871,9,89729,,38434
1040,1,,174492,
319,11,44240,,
1446,1,35639,,
447,12,53961,,38704
237,4,46582,,
955,5,133799,,
1144,10,21554,,
1044,10,157600,,11810
667,8,93052,,43899
898,3,15166,,
998,5,45700,,28130
723,5,39553,,
246,1,94668,,12327
524,6,186309,,
1469,1,40606,,
416,6,122654,,
886,4,82871,,14927
1442,7,165067,,
752,1,34052,,
103,7,153586,,10737
112,3,185690,,24379
611,3,98768,,15398
133,8,,200334,31628
955,2,190554,,
40,6,172053,,
803,6,,290140,
339,4,167542,,
1008,8,,198730,40808
